epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 9.154647435897436 10.076121794871796
1 20.98357371794872 None 31.260016025641026 10.076121794871796
2 32.00320512820513 None 42.17748397435897 10.076121794871796
3 35.97956730769231 None 46.16386217948718 10.076121794871796
4 38.541666666666664 None 46.62459935897436 10.076121794871796
5 40.17227564102564 None 47.81650641025641 10.076121794871796
6 41.408253205128204 None 49.20873397435897 10.076121794871796
7 42.34375 None 49.54927884615385 10.076121794871796
8 43.35536858974359 None 51.34214743589744 10.076121794871796
9 44.07451923076923 None 52.35376602564103 10.076121794871796
10 45.01602564102564 None 52.53405448717949 10.076121794871796
11 45.71514423076923 None 53.52564102564103 10.076121794871796
12 46.686698717948715 None 54.31690705128205 10.076121794871796
13 47.54807692307692 None 55.208333333333336 10.076121794871796
14 47.89863782051282 None 54.77764423076923 10.076121794871796
15 48.60777243589744 None 55.41866987179487 10.076121794871796
16 49.08653846153846 None 55.80929487179487 10.076121794871796
17 49.67748397435897 None 55.27844551282051 10.076121794871796
18 50.212339743589745 None 55.598958333333336 10.076121794871796
19 50.42668269230769 None 56.18990384615385 10.076121794871796
20 51.03565705128205 None 56.06971153846154 10.076121794871796
21 51.2900641025641 None 56.6806891025641 10.076121794871796
22 51.45432692307692 None 56.39022435897436 10.076121794871796
23 51.98717948717949 None 56.03966346153846 10.076121794871796
24 52.27163461538461 None 56.78084935897436 10.076121794871796
25 52.47996794871795 None 57.75240384615385 10.076121794871796
26 52.80649038461539 None 57.28165064102564 10.076121794871796
27 52.94070512820513 None 56.88100961538461 10.076121794871796
28 53.45753205128205 None 57.141426282051285 10.076121794871796
29 53.61378205128205 None 56.94110576923077 10.076121794871796
30 53.619791666666664 None 55.41866987179487 10.076121794871796
31 53.84014423076923 None 57.24158653846154 10.076121794871796
32 54.26883012820513 None 57.27163461538461 10.076121794871796
33 54.427083333333336 None 57.26161858974359 10.076121794871796
34 54.39903846153846 None 57.892628205128204 10.076121794871796
35 54.87179487179487 None 57.35176282051282 10.076121794871796
36 55.134214743589745 None 56.39022435897436 10.076121794871796
37 55.1181891025641 None 57.24158653846154 10.076121794871796
38 55.75120192307692 None 57.06129807692308 10.076121794871796
39 55.69711538461539 None 56.66065705128205 10.076121794871796
40 55.79527243589744 None 56.720753205128204 10.076121794871796
41 55.935496794871796 None 55.79927884615385 10.076121794871796
42 56.2119391025641 None 56.770833333333336 10.076121794871796
43 56.30008012820513 None 56.37019230769231 10.076121794871796
44 56.40625 None 56.06971153846154 10.076121794871796
45 56.67467948717949 None 55.29847756410256 10.076121794871796
46 56.53245192307692 None 56.05969551282051 10.076121794871796
47 56.901041666666664 None 56.88100961538461 10.076121794871796
48 57.20753205128205 None 56.6005608974359 10.076121794871796
49 57.16746794871795 None 55.729166666666664 10.076121794871796
50 57.15745192307692 None 56.169871794871796 10.076121794871796
51 57.22155448717949 None 55.598958333333336 10.076121794871796
52 57.43389423076923 None 55.86939102564103 10.076121794871796
53 57.81850961538461 None 55.208333333333336 10.076121794871796
54 57.78245192307692 None 56.40024038461539 10.076121794871796
55 58.125 None 55.65905448717949 10.076121794871796
56 58.15504807692308 None 55.158253205128204 10.076121794871796
57 58.29326923076923 None 55.12820512820513 10.076121794871796
58 58.40144230769231 None 54.65745192307692 10.076121794871796
59 58.68790064102564 None 55.49879807692308 10.076121794871796
60 58.645833333333336 None 55.46875 10.076121794871796
61 58.99238782051282 None 54.93790064102564 10.076121794871796
62 58.50560897435897 None 55.23838141025641 10.076121794871796
63 58.96033653846154 None 54.377003205128204 10.076121794871796
64 58.95032051282051 None 55.14823717948718 10.076121794871796
65 59.040464743589745 None 54.28685897435897 10.076121794871796
66 59.09054487179487 None 55.48878205128205 10.076121794871796
67 59.28285256410256 None 54.80769230769231 10.076121794871796
68 59.41706730769231 None 55.32852564102564 10.076121794871796
69 59.40905448717949 None 54.557291666666664 10.076121794871796
70 59.87179487179487 None 54.296875 10.076121794871796
71 59.82371794871795 None 54.62740384615385 10.076121794871796
72 60.00400641025641 None 54.15665064102564 10.076121794871796
73 59.90985576923077 None 54.407051282051285 10.076121794871796
74 59.973958333333336 None 54.186698717948715 10.076121794871796
75 60.34254807692308 None 53.8661858974359 10.076121794871796
76 60.41466346153846 None 54.67748397435897 10.076121794871796
77 60.368589743589745 None 53.85616987179487 10.076121794871796
78 60.29647435897436 None 53.19511217948718 10.076121794871796
79 60.32451923076923 None 52.96474358974359 10.076121794871796
80 60.67908653846154 None 54.23677884615385 10.076121794871796
81 60.62099358974359 None 53.88621794871795 10.076121794871796
82 60.71514423076923 None 53.97636217948718 10.076121794871796
83 60.90745192307692 None 53.63581730769231 10.076121794871796
84 61.00160256410256 None 53.33533653846154 10.076121794871796
85 60.77123397435897 None 53.225160256410255 10.076121794871796
86 61.06971153846154 None 53.09495192307692 10.076121794871796
87 61.31610576923077 None 52.994791666666664 10.076121794871796
88 60.94751602564103 None 53.52564102564103 10.076121794871796
89 61.32011217948718 None 52.50400641025641 10.076121794871796
90 61.404246794871796 None 52.29366987179487 10.076121794871796
91 61.47235576923077 None 53.27524038461539 10.076121794871796
92 61.31610576923077 None 52.70432692307692 10.076121794871796
93 61.350160256410255 None 52.10336538461539 10.076121794871796
94 61.86498397435897 None 53.05488782051282 10.076121794871796
95 61.63060897435897 None 51.96314102564103 10.076121794871796
96 61.530448717948715 None 53.35536858974359 10.076121794871796
97 61.67467948717949 None 52.17347756410256 10.076121794871796
98 62.00320512820513 None 52.75440705128205 10.076121794871796
99 62.13942307692308 None 53.18509615384615 10.076121794871796
