epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 9.154647435897436 10.076121794871796
1 18.032852564102566 None 29.01642628205128 10.076121794871796
2 24.397035256410255 None 30.819310897435898 10.076121794871796
3 26.700721153846153 None 32.57211538461539 10.076121794871796
4 28.02684294871795 None 36.44831730769231 10.076121794871796
5 29.290865384615383 None 32.80248397435897 10.076121794871796
6 30.31650641025641 None 37.95072115384615 10.076121794871796
7 31.103766025641026 None 38.21113782051282 10.076121794871796
8 32.06129807692308 None 38.55168269230769 10.076121794871796
9 32.84254807692308 None 39.68349358974359 10.076121794871796
10 33.44751602564103 None 39.67347756410256 10.076121794871796
11 34.09254807692308 None 41.33613782051282 10.076121794871796
12 34.56530448717949 None 42.30769230769231 10.076121794871796
13 34.98197115384615 None 42.97876602564103 10.076121794871796
14 35.43469551282051 None 40.104166666666664 10.076121794871796
15 35.94150641025641 None 40.45472756410256 10.076121794871796
16 36.36217948717949 None 42.56810897435897 10.076121794871796
17 36.510416666666664 None 40.134214743589745 10.076121794871796
18 37.141426282051285 None 42.84855769230769 10.076121794871796
19 37.75841346153846 None 42.62820512820513 10.076121794871796
20 38.36738782051282 None 40.78525641025641 10.076121794871796
21 38.20713141025641 None 40.2744391025641 10.076121794871796
22 38.84815705128205 None 40.57491987179487 10.076121794871796
23 39.24679487179487 None 39.78365384615385 10.076121794871796
24 39.61338141025641 None 41.19591346153846 10.076121794871796
25 39.85376602564103 None 39.953926282051285 10.076121794871796
26 40.494791666666664 None 41.15584935897436 10.076121794871796
27 40.45072115384615 None 40.02403846153846 10.076121794871796
28 40.939503205128204 None 41.31610576923077 10.076121794871796
29 41.23597756410256 None 38.07091346153846 10.076121794871796
30 41.74879807692308 None 38.14102564102564 10.076121794871796
31 42.06129807692308 None 38.671875 10.076121794871796
32 42.48197115384615 None 41.02564102564103 10.076121794871796
33 42.497996794871796 None 38.06089743589744 10.076121794871796
34 42.52403846153846 None 38.60176282051282 10.076121794871796
35 43.07491987179487 None 41.145833333333336 10.076121794871796
36 43.405448717948715 None 37.82051282051282 10.076121794871796
37 43.63782051282051 None 37.32972756410256 10.076121794871796
38 43.90224358974359 None 39.1025641025641 10.076121794871796
39 44.196714743589745 None 38.92227564102564 10.076121794871796
40 44.71554487179487 None 39.57331730769231 10.076121794871796
41 44.72956730769231 None 38.76201923076923 10.076121794871796
42 44.65745192307692 None 38.07091346153846 10.076121794871796
43 45.30448717948718 None 39.89383012820513 10.076121794871796
44 45.4306891025641 None 40.2744391025641 10.076121794871796
45 45.57091346153846 None 38.86217948717949 10.076121794871796
46 45.60496794871795 None 39.1025641025641 10.076121794871796
47 46.16185897435897 None 38.020833333333336 10.076121794871796
48 46.21594551282051 None 39.42307692307692 10.076121794871796
49 46.296073717948715 None 37.26963141025641 10.076121794871796
50 46.27003205128205 None 38.932291666666664 10.076121794871796
51 46.774839743589745 None 36.6786858974359 10.076121794871796
52 47.06129807692308 None 37.57011217948718 10.076121794871796
53 47.04126602564103 None 38.88221153846154 10.076121794871796
54 47.14543269230769 None 38.81209935897436 10.076121794871796
55 47.576121794871796 None 37.64022435897436 10.076121794871796
56 47.62219551282051 None 38.69190705128205 10.076121794871796
57 47.92067307692308 None 37.8505608974359 10.076121794871796
58 48.0849358974359 None 36.55849358974359 10.076121794871796
59 48.31730769230769 None 36.10777243589744 10.076121794871796
60 48.60576923076923 None 35.20633012820513 10.076121794871796
61 48.75801282051282 None 36.067708333333336 10.076121794871796
62 48.752003205128204 None 35.40665064102564 10.076121794871796
63 48.884214743589745 None 33.673878205128204 10.076121794871796
64 49.07251602564103 None 37.68028846153846 10.076121794871796
65 49.43709935897436 None 34.865785256410255 10.076121794871796
66 49.407051282051285 None 35.96754807692308 10.076121794871796
67 49.47716346153846 None 36.30809294871795 10.076121794871796
68 49.91386217948718 None 36.08774038461539 10.076121794871796
69 50.14222756410256 None 35.647035256410255 10.076121794871796
70 50.09815705128205 None 35.38661858974359 10.076121794871796
71 50.32652243589744 None 34.96594551282051 10.076121794871796
72 50.34855769230769 None 34.895833333333336 10.076121794871796
73 50.60496794871795 None 36.23798076923077 10.076121794871796
74 50.58894230769231 None 36.57852564102564 10.076121794871796
75 50.88942307692308 None 35.14623397435897 10.076121794871796
76 50.813301282051285 None 34.95592948717949 10.076121794871796
77 50.91746794871795 None 36.6786858974359 10.076121794871796
78 51.07772435897436 None 35.84735576923077 10.076121794871796
79 51.04366987179487 None 36.588541666666664 10.076121794871796
80 51.3661858974359 None 35.5068108974359 10.076121794871796
81 51.380208333333336 None 35.91746794871795 10.076121794871796
82 51.88501602564103 None 35.76722756410256 10.076121794871796
83 51.73277243589744 None 35.9775641025641 10.076121794871796
84 51.82091346153846 None 35.657051282051285 10.076121794871796
85 52.12940705128205 None 34.58533653846154 10.076121794871796
86 52.30168269230769 None 35.51682692307692 10.076121794871796
87 51.97315705128205 None 33.32331730769231 10.076121794871796
88 52.28565705128205 None 35.10616987179487 10.076121794871796
89 52.51602564102564 None 35.15625 10.076121794871796
90 52.56009615384615 None 34.03445512820513 10.076121794871796
91 52.580128205128204 None 35.076121794871796 10.076121794871796
92 52.634214743589745 None 35.98758012820513 10.076121794871796
93 52.65224358974359 None 34.7255608974359 10.076121794871796
94 53.07091346153846 None 34.875801282051285 10.076121794871796
95 53.06290064102564 None 36.328125 10.076121794871796
96 53.36338141025641 None 33.64383012820513 10.076121794871796
97 53.39342948717949 None 34.01442307692308 10.076121794871796
98 53.62980769230769 None 34.61538461538461 10.076121794871796
99 53.513621794871796 None 33.884214743589745 10.076121794871796
