epoch train_acc1 train_acc2 test_acc1 test_acc2
0 0 0 8.243189102564102 9.12459935897436
1 38.50160256410256 37.990785256410255 53.044871794871796 56.22996794871795
2 39.388020833333336 39.82371794871795 51.9931891025641 59.20472756410256
3 39.86378205128205 40.07745726495727 62.70032051282051 68.67988782051282
4 41.35616987179487 41.21928418803419 72.06530448717949 77.64423076923077
5 41.41292735042735 41.579861111111114 69.1005608974359 77.14342948717949
6 42.316038995726494 42.1474358974359 72.82652243589743 78.13501602564102
7 42.35443376068376 42.30936164529915 70.73317307692308 79.2167467948718
8 41.82525373931624 41.785189636752136 59.18469551282051 68.78004807692308
9 41.75514155982906 41.76849626068376 66.43629807692308 75.55088141025641
10 42.19417735042735 42.0856704059829 66.4863782051282 75.34054487179488
11 42.234241452991455 42.35777243589744 67.6983173076923 75.91145833333333
12 41.925413995726494 41.95713141025641 64.05248397435898 72.65625
13 42.53472222222222 42.50801282051282 68.99038461538461 78.21514423076923
14 42.5647702991453 42.63989049145299 70.93349358974359 80.66907051282051
15 42.83186431623932 42.96374198717949 70.73317307692308 79.93790064102564
16 42.88528311965812 42.903645833333336 70.33253205128206 79.00641025641026
17 42.92367788461539 42.965411324786324 70.76322115384616 79.89783653846153
18 43.15738514957265 43.12566773504273 70.93349358974359 79.5673076923077
19 42.96207264957265 43.08059561965812 72.48597756410257 81.640625
20 43.49125267094017 43.44784989316239 73.48758012820512 82.33173076923077
21 43.347689636752136 43.26756143162393 71.81490384615384 80.83934294871794
22 43.17908653846154 43.22749732905983 70.03205128205128 79.23677884615384
23 43.41947115384615 43.3727297008547 72.08533653846153 80.70913461538461
24 43.32431891025641 43.34935897435897 66.89703525641026 76.98317307692308
25 43.337673611111114 43.3727297008547 71.04366987179488 79.71754807692308
26 43.41780181623932 43.48123664529915 70.45272435897436 79.2167467948718
27 43.33099626068376 43.37439903846154 69.17067307692308 77.40384615384616
28 43.35436698717949 43.53966346153846 72.24559294871794 81.86097756410257
29 43.65317841880342 43.77003205128205 73.62780448717949 83.61378205128206
30 43.6965811965812 43.9586672008547 74.00841346153847 82.63221153846153
31 43.96033653846154 44.12226228632478 74.53926282051282 82.4619391025641
32 43.95032051282051 44.143963675213676 74.5292467948718 84.54527243589743
33 44.09054487179487 44.192374465811966 74.66947115384616 83.39342948717949
34 44.16900373931624 44.02043269230769 74.7295673076923 84.28485576923077
35 44.16900373931624 44.21240651709402 74.47916666666667 83.75400641025641
36 44.48784722222222 44.421073717948715 74.34895833333333 83.07291666666667
37 44.2825186965812 44.34595352564103 75.390625 84.2948717948718
38 44.50287126068376 44.43943643162393 74.90985576923077 84.22475961538461
39 44.304220085470085 44.30255074786325 74.32892628205128 82.8926282051282
40 44.46948450854701 44.431089743589745 73.4775641025641 82.26161858974359
41 44.50287126068376 44.65811965811966 74.15865384615384 83.75400641025641
42 44.674813034188034 44.54961271367522 72.85657051282051 82.48197115384616
43 44.48784722222222 44.534588675213676 74.83974358974359 83.95432692307692
44 44.44444444444444 44.562967414529915 74.55929487179488 84.01442307692308
45 44.4778311965812 44.64977297008547 74.78966346153847 83.06290064102564
46 44.659788995726494 44.74659455128205 74.92988782051282 84.6854967948718
47 44.8684561965812 44.83340010683761 74.9599358974359 83.89423076923077
48 44.840077457264954 45.01034989316239 75.24038461538461 83.68389423076923
49 45.080462072649574 45.07545405982906 72.41586538461539 81.78084935897436
